page_id,unique_ads
09856856f8c511cdb535fabd62103fe830c6828251314206c9ec8e65349fdf39,2
fe574c60805e5d29796171a1a62ef476fe35e39701d71890017c35a93c21ec9f,12
fc079d811521a6616d8f4e7e39e2ec344a47c5bb38d057426ab99b5ebd38d331,1
4951b14058eed7bb5d3d5808e5239b027b0f72055cc5d40f32e18c819f5c9b95,32
6a36d45002770756cbb59f223c65af12f1f65fa51483aecdf1d0c4be1987d372,263
00a3c68ff5742de68f5319c69930c1920bcf51048abcb1ff0e15f53d09b01084,1
57be750b3a5a3399c145a262877ab0deab44cd978d187b00934c6059ca9502f8,1
582388554a346f9b677af2952396ea1767f6a535c06bc29bb24ad5e199a7b8cf,1
59b222455f4251007001aece7bac37756636686fc7b3615eac714facf5ba80a7,38
1f7afc5b88fbfb7fd22f94c86ccaead226a29ecc68c47c79f537782b94d29d7d,1
92e6e9af4e1aa9758a53bad65d20f5a5cb0703420de369270656a5227c36bac3,2
eb3de2e79260bd76ea312eb72f2529ea3d37fbceb15d780dd37077d8bce9e5a2,248
7058b30496e65f09a6999e41fcecf831798c268f35e289ab91bebf1c8dacbe09,1
118eccae5819bd4e5c93884a036bb629ae9a18e291a9d0c7dd2fc1fd69ded665,25
83f023f061696abcd6100d24b1b8a74b125e306a04f7c40eb28c6ce8d7f473a5,28
a6b5ca8a2d3578cf94023da3525478d0de349ef724cc10874878bf51acc5eadc,10
887ea4614a209d1cc8ea531fb1cd9bebe859cdce970717a11ecb9c1dc3919561,1
8752aa81585fd64f072ee1c894f6f8fcad857491c12bf98bb7603e23c3690ab2,1
7feb522ea90c43fa1166ece839b75cae68e91aaacfb02f7ebea1e115c03bb80e,1
d6283208ea9438a950bdd53186599c71e35c1ba3b4def2de0dcf7fc55d9aebbe,4
851e2986cd8daae753148a4dddb518d2d23a575966eb489fd1a6aeafee0f542b,9
8bb6d1d3534c51d486017af5195aa5187a0eb23134df6ca8f4ce8a14e385bfc2,2
3f0b78a627ec70de4032f656692003157c2b3f6fdad6759a0b96855e018f1bf5,2
58b9c2f1e4d747f137c2a64da6155206a6b87338007f57d2039f50d10e831197,1
35fb8bd04f68b43ca2d2dfd7b83a8244215d5645abfd935eaa575a9c510ab480,6
5d76d986a9aa4d902e30565b70713d8b8d0de9ecf47184a60a4dcaebceb2f5ef,1
e254d24573c66cf31122204c13caf315d80af2c0ca9de20563ab5069e1a590b1,4
7817560f183388c3364cbf3b2eba05df26c4c2629f6da1345bb17fb32da34643,6
3373dca64acded889577ea07ea66c9adbd63a85ef829803e0f4ba0455ae64e40,1
ea6daaae03cdb900ed246e7820c2b9b028145d8d4da2992bb89841f843063ae7,8
7d930320e2f30334334048bfebd133c03cd8a2409f44dd93aa74e399303908bb,9
622c6d5743381b6991478d15d60324e98c0649c707bb585bfae1b8e786fbb889,12
395702543a7f308235ca8ef135ba9ffe358373564bc54bbe2b857ac85167d07f,4
d1d2cdc7651eac15d4d2b8d43cd8cdee0d3243cb470f4a32c9d38d5c86174841,111
906d60cdbd240fb7c5db512df6f52a0504dbcf66f37e1681663bcdfaa4a44f1f,13
390fef6602569b976a440317cf92634456e3ba5e3f36871875e25771b76dc031,14
cec00760a5692a0ed082ff9fe3c30256de23440384dc2075323dfef37985c07f,3
d94bde7748621979f8afc2457560ae58d79cf777f6d2e1fbc15db68defc2120d,2
5de636f64fb17f218bba677f145a8a23a3578ef39901f37fe6e01c6d33049b6b,19
9f44d2fa1f85ade8e40f19a4f87f0a3b0dc0c93c0bb956f24841b55d4ba27f32,1
439ee8288da1f518dad038b66fa717adcdf3e4f78425a806c2bdbb7e5bcaa2bb,5
5edcbf73115d8e7af10978d90eb740226225792bda8645782f97c740df1c494e,39
945fe7cf689d9fd2a3783fffc14476bfca2a4417484e047135e33b02093cfe64,34
e421573f5ce76929d44319370c89fae760c78e6e47dcac2bc7e0221c957c3742,2
0ac4461964e015f2fc68fd583655224b569132ca974934da54a541845521ae03,1
0528c8be47563318e22084ded4a11cd0058c61bbdafdada91f0f4bc03a359c24,5
c1ddc8af94d3367faeac153ef01c859eeb58bc328b58620248dac668d8c56b6d,13
ad016e836805e4c0c9bab9a049e7dbe074cc051ba4efcec85a3d9d193c25fb7d,2
f517f94f2d29c1bb7c315c03b866a0ce7c2a9b00e34614f799912d67f6893e86,1
ed8e3d6909a23df8cfcb8c2592f0d4622262611791c964e47be9dfa9e8f1b392,39
72d3f4dc1d8d7d4b973b2cf2499557c25ca1146140e80b846f30a0693c5fdef6,21
549aa035bcbbef20b0e10324349b162c42eaa62360d33587059794d29f7d392a,581
0e488dafe253598599b6ac3170fc7aa3240ed035254e3266c02e706e6bac3b06,12
7ad1c8610b191598bb1c0bbda123d681bffe34474f465fe460f0fd0a4b0c9f48,10
3aafedd78510df71f868e6021ff2fe4f054eda234ec2c6db6bd91b0b64077159,10
2e0efbc8a7b45801f788975a5703d2047da7381d6374b2e49d7ac9695fa30d29,12
3a82191bb162182dad1bf5cf529bd61d494f898a132e339918403386d80f1954,8
cc7dfe207008db8ee05b82ee5b7bb9abc590d5b83c7eb78ac5d9b2c6fea342c4,176
1ca2222bf2375f4f050b893b672085c8ca02484c10052617e9f9d797340d1554,1
c4c2d5139619b724511db0e10d4ad50a23ab1ca4cedcb8076beba8d78a396b70,11
fe717055522073e619e3d45fa71c519f6a69cc6b4b651c0863fa126f86fb2785,22
c491281e185e606c8125bf5529894263245bbb576bcc3e80d235ed844a31c17c,1
51e9f543add4c8123d91118c034dc51483f54930ff5e91d6af3e3dd051b65150,267
aefedd3590b82872c540af8e570642130ee9d8321b8a74d0c91681be434a8dde,6
aadf2c8b40ad32dc58d7b030c9988c5cc0e6e2beec99cae42c996f6425dc22a8,10
3596f25cf52401f75d8a9aa470c9b7122f3cdeab1bef9f262529a583f5ddb922,8
720d0d5d6ba62b76d1df75bf847f490876ee57c40c0aab496ab27ab9b567aff2,5
03fc560b14533bf2bc882c7a965646c9efe8ee33a6fbb018df9d479bed824d02,50
67da13d76da9a19a33626a5cd146b1fb051608c58373f2aed37fea5824b000de,4
d0276dcbd6dd3177055f7980f51b818e49913e473921641b75958508af1e748f,9
01e24735d61e6b6b7c581fac95ce5327048c3e40bfe146d0dda8005b41e8da02,3
7c1276087bba4a22bed54f26b7527730bcb0e471bbed98a574e6b37dca959fef,3
fdd7694c5eb6289ec6d2f1ad955caa025b55e5b1e95a38b7e2971636eea2de35,149
984f9d054ce0d577c59cab3dc9b745266329179d073b1a3b0a211e22fab1ee42,1
de5622f9dc2319652a6ff77e603d187ab89e3b6c2fd5267c2bfd273a98e0ef0c,1
d6c89343fbdc2d8567395fc563990e4f159e6c66bea8c5bd993adb83424b620d,2
2f747c946df934ba84174ed2e61e073ed19de802dd529b929232c7e90b926963,4
fa30ba50796215aca8ad7902d9ed4eb1ae4db9a765ae495a9ad40212e3e33aec,14
1ddfec97e3d2c63ece9990ae7e48ef4214ade6592ed89b2b945011f662635d10,39
6dd79a3f1fb6ef5abef267012566688db88fc568f8121ed63e70e67e6ba1515c,21
535f4cb28a951ea8cff3d2fb2e2118cd44a4e6e87143dc758bf245f7d49f9f6e,4
18e5eb0a7f6cde4ba0c39e982a967934e88266a39b56c6f8d718e71e151aa258,3
441bacde63a5b164dc52f3d0d648afbb08e6faa3b24ef83941f94fa9e7fa3612,3
51153bd0e0089732e8c48711bb3688aad73a07249e6d7ebb5aa7783f140c29a6,294
1f996e9071d2352be37903e6d68fc46a09775a3eb596e01eb031ab949a74edc1,1
1b619cff23305b2e03b3260af9968600632a334bb739c1cac9a8398515163019,10
f62c368619990841fa7dc892b5ddef6be1ff91bbe6159be4741a8a04d7b4dfc6,4
04d091d90adc9f527302554f068053c794711c053964d966d3c183b91bcc8a24,1
60c08a0ccbc567256d846f0c6cc93961ae5641ed3a1064497168497630939c4f,21
2177dddf580ba013f7506b27f44de7c91a7b81e6395de585ef15fe2af01b501f,1
fb3e2ecf2c18e90a5eca8e891c81906596becb8cc46f729a16c96336bfc7c0f2,1
087caefe4b31562a477a8cbe264068abc7e0dfbb2ebb9473a0500d31e5589c77,12
ff9b95a94c63fd6657588ee78aa0a183f0ef9308a31e5c39a024ec5ee9b924a4,1
78751a301d4cfdc6acd6f57989647dd3009bd89ef9dfcefaaa8054dfbce75997,1
e8169d6f48c678f62e8e5eedbb88c0ba611222cac8c3b8b49f9d917a78ade78c,25
513e098155f7a766b568e00538a57d2fa83725115cf5ba5c813cc62c218f0b30,10
638242f2b1ae28d9402b825070ad4b85145472ddf6d683be2edd26dcab551669,4
70d864387698c2a5bd25809092ef611eaab7d36a78e3e6ef0da8c4c334d763d2,1
509aa620177a8656eb3cbec0a3fbb247d8daabac405d26ac054c19d6ec808cd9,3
5f79b977a085b3b445aff1507144bf2fee0645a5796a3a5edf181b828eb37141,1
abae9b3e176cb06a807d289d9ef1423d629488398223440084ac3711fc35bbc2,1
54cc16a3938fbc41af3b3664d51ba6600f968bac637bb9a3a110507d51a50525,1
7da545adf6d007270934a98b99d93e8b9503551b14d9d3d669e231977b6d5353,1
8f8ad4d7931d32c1f3baca647f7fb932bf971ff8a1b52a58643e5948e42ea167,8
51e194e57d1b7b705fec367385c9bf438ba72377867e584687dc8ee496848d02,1
661a8b0e73bb5c75eeac1f003bb350c03b2c50ad370d17d5a34d0d6eb78d7397,2
019450077abcba5307224d8f4092c41ba4ff595dae5d326578e7915995055804,5
177460aed636083669fac1aac587262fb87b3dce65b4618c3a3801a5ba8e5b68,19
f538ff1feabcd18653ccf4cbe69f2bb99e4ec78935128535369e2f1a41bf7440,15
27af414af574f109cb02d65ea7abec131cd6e0dc10f8c77ed9716e4bae3d19d2,239
4b9ae20148938b74d7693010ac82a0dbccef52d5671709f460e32f8710ab06a0,12
7c9a14446de78045054fecd4ca24b376a28c174067a5bec4b3d071d59aca28fc,17
f03d3e3d2446e2ecb277ce35adc024d00329c2bb333e7bcc298067de568e0c9b,6
139a40c477c64aa37ed7df87d196fe0eb31a75956a3c61942393e07878fc7921,3
0fc7e12972178fb6ec332d51749170d381caa2f9beb974e7a9a8e41fd13b795b,15
f0328dc280f26f23fef8e260a496b79958635d0661af4dd0ab1eebbda9b24325,101
50265cfbf41347f6fedd511847cc3a244b7a019295b35b8fbbbdd973c61d6c4b,2
3c51fdd55b78a0375200db01fdff742732ee6cc392aefe1271eebf893ad0bca3,2
c7d814fb87b632bff0862d692c8fec8a8dfd9677ba72a62d0effd230599f28e1,43
c4fd46573db8cd180fa7fee88054a97ce5d8cf895c978ebac7b3ba543840fcf0,21
a960b2030a738d4bae617ca57ecfd3d2e7d2a5bd8596a07b4fc92b19edea58b3,3
a6ca44c6dac8aaa80b3ba70bcb43e0dbea7ae5816999dfb07e32d0aff1bf7ec8,9
0c73110497767fe0b918dcb4aecbde0ec7bc0141c07160fb7586dae97f1aa0b9,6
241394cace87d2c5be4e42990a6dd7e747eef5209c2f143140bb26e9d5775783,2
4182925e3dc04ed1d4038d77f093168c72072a63d9098b74f973dc320e17a5a3,1
d0246fa4cd754d3f6e39dd7635080997f3e726f296027f3471077cc00eb147a0,79
e80bd030a4a29d6c983cb065b143f5bd4f221c58b8370f0b5caf509677de1716,6
c0b54e0e4a235a159fafa2dd6bdbcaac104cfc12196ae8dba9c434f994c1b825,1
a447a90cc2f71c157dfb169041f33bd637d14bf2805319c9b2b36558479b52cd,3
9dc4c8b82576c593cc588739ce28dac114a9cee970afb1008f72e502fdfcfb9b,2
89c7219ea2a40d46b0a97451be918d6f2800a46f1ed4045c3c77905b2385496a,1
9086431196a78848f2caa40d6249b19f288307b17dabad4075028846fd63eb8c,8
ec3960701d844177c213577f089926624ae07dd186dbbbf8f911f07d1f93e748,10
4fbabe83fc0eaffe16d102e822c8904cf212c8a0f2621dca559adc8321d73ed5,2
efcede6e6afe028cebb7d5cae7d57a34d74c481489eedf6ff083d1b44cf6c49a,25
b9caaacf26749e64a3065d6b29ab4baa77569266868005ed2429db722063de77,4
067b0361de16e0ba140a55fd3cb2ee4eeadfd5b6d412bb4fde81d5716bd327b2,2
342508f95af74cbfdc1138f56eabc9902b44b3f736e033b561d373b64efe8f9a,41
c68df95421fc9f3f17e186363d1268be4452f1bf6bb3cd78519dc46fed0f8736,4
3b9ecc0b44036eef5308e64132786a3aae7d266455240ef86dfa50854fa63fbe,10
5e655bea1c1b1aa15f4911e5efd601d9fc00065c3f452620f608d8dbb7ec5756,38
cd470dcc643b8ac86a21416e39b5f83bdf768793ea58440edbd6e2f3bb77f5dc,23
b981561db6397f3a32dc9fd8c648090b178e078cd435025a74277f5c727d5e4b,3
e39c07039ccf91e532446f5ee71569a442bd30f125edfa7536b4bbc48461fbd9,1
37c40dfe5a41ff6f4b65ceda540b50f7d24125c61861c61307a154588b49c820,35
21081a40327d313e4f7219922b31f4cef15b7e7d0514ddaf1c188cdf0a2a62cd,13
e847c2d0628051425726b0baadcda974fe13f6bd01900c0b39065520aa2642c3,2
a64c414c59bc5cbb6f04aa6f463c572cddc6c20d5b8cfc5f45fc9df009085f04,85
8a1e23b029f221823e1533c0be0a78826dfa631f9a5c01b45f1b514a77411d4e,394
a26618e79d8d68e80199b483047f02c282dc20e9443d265f66f245bd260c6a8f,1
81cae4905193eae6a5bc48fb37e50ac4cc668c6e74f53e9c71db8a696ba09ed0,105
81cdf4a9dc1a123e4fb62c7b0fd380a908a8a3f35cfe784fa9c82cfff3107009,3
7c078c67227e20f7855c19b934c130783f875dccd8f696f9de40518ae3973ec3,1
5efd24faaaa76cd91ffd000cb0030b8387b39955f9fa377f92b21f304137bb48,2
185aa2959bdcd5b014aaf3eff8356426fe675b1fcac60e77280c43bfab237c9a,128
781fbd1fc0899da77cce6d0fbba99815e56139bc1961cc9b6dd84bf28386be0d,55
52be41f9e8a5b4ba328695401a9d97f28ad63f86bf5969548e2382f68d55002d,12
52afa7e45b59b9f1fcf8893a93d27f1eb20df378aca2691abc40d12a09133e45,19
240434cf7ecc41bcf84270d3dd8b435abd95c67ad8a3d9020bc2c79984a1aff2,8
8121bc7e0f1e1a65a986b6ecb1d6cbac90188e61f8f9983f800a791bbb2dd338,3
d96e224807b2204b1d14e1ee656f50af6dac6ff6054f30db29dbe9b002567ad8,21
df2ec64b4369321fab5f5735600e967477730e4e0b3306373468308dccd2bc3a,14
12e12f624d5c14d76cba6c0cc8642e5666a02338fccdf147eb86d13de3321972,14
d1e88bdbb0b37f5cfffaef0eba50aaf2d83e135d8b6ff43ac10b055ef1a00f11,1
47a1d787b3d4f0415ce015eb6a986c9d2bbd85817599f65d4b0c7e6fc56a7825,3
31fe59e47bbb2d85c3e0c981ed3777beaf1126254bc2d8015e4198b3d0300ab0,10
b637d772d957b121873df25bb3b03502a1530e0b031ad653da54b1b06c89dd88,1
aca428c36d306a44ce940f505243823b9a1a9db60743d46f557ec89af583db5c,1
fcce7c6c7445bcac85e0617d2c195d99c21701d792e99c2a48779dadc94bfa2b,11
723bca894e6d8daa02da31714247efd912094bd7c78e87b6b96e5d8cfd70236b,3
84d6180b390a89d95509a5c1c600e9cafb9371be21efb324c82932ba8715c968,3
2145a75f98b03d6134a286f9236da74db39828b97aa667be3855557eba4cc761,8
0755fa84dc4fd4ec0f8583d0cb2f22e27630b56ee79325225c13ca1fd271ef56,2
a2f1dddd205bae8c5da8a5feb080ad88fa031d1589cd36c3658b99558837b3c1,60
03492a04f14f8b6180390b8b70d44c80cc9f268fa7d09ccb11496cf47240d83f,37
c0431e08f9526bc44a4ccea41e84656924fb072ed00e62e11917b16bc9e9a9f5,24
21436d7a0e8c858ff1a4fa327b70852cc37e078f937f33d36a2fe05f3917ceb1,2
2c37ab1e1b28140c202299e721c731ab82a933a5870b43655b17af85e7e7f2a4,1
c40c1d981486a198d46a6de35ebd67f57af4a71716100c5d3ef7642c08509207,3
3c4a7b8dc52436bccd2d5c61450d3e6d114c1aa8602985d6cc659b7616afc1ca,1
24bec48f897ac70298f39b03cd13f048e0cf5988fc3573a4c4ef463e0ae29f54,16
0c52cc68a13159b392c3037df25214ddbfe0023213ca1a16934d6c4851784366,36
d8422f6b584e30c2fdf75fea99307174eff9d5bc02a70d5a4518fc4e42fa823d,2
e9bc04748111b613470d7b885da145669b116e892b9e777d1cef2cdd15a6c769,5
2a472cd9cae9e385859726a9432ce25a24dbbfe2477d6f286eae79dfe8fc5f54,56
0ff691a4bed69051b7c396fb44141a18eb291c6545aeab72f1eda24a27f655e2,1
153062f1eb182102403acb81193afa2292a98ad507124614af0cd213b1d89030,3
29dfd022a066fb11bf4765e4fec32d07039edb4b8c485fcc48e7c0e3db9cd19e,6
2eb998fe918850b740033d6e35450ce97fc48dd66008dc1f02e3d5de60288e03,24
c62e22c10d7af50fd3b170560b6804d4d6b0e35580461250faf5e5569046c20d,10
aa91c4029e7ee67cef31d54961deafd3d3d770ec95d09e0ea65d730b179c7428,100
212cfc59c5cf88fed8a69de79a345c4649aa817797df64c9e422cde7a3867fb5,30
4b2880629cf4155bc2647cdb03112680b33b6e56b8eebc8acfc4f1566581ef45,2
a3f20bc6066ab343bfbf8801a0fdb75d30004b880053efdacc4436a12029fdc3,9
fa9041c4d53a6e130226ab52efd33bdb6b402454ffa8d3a1a96f35b32683dafa,93
2c5c5a2765783cdadf50d4e15b9398d03117b9e19c435f495db38e008a2039ff,3
626f09080334bc9e8d665879e72d6fc6d58a12c6059aebccf1f46b8778ce87e6,9
b0b9c5280c84e8a0eba78059c826effc9f2e07f289061c27c00bc0f10df77dfa,1
8d2faab9b83dc55669fa79b6eb560675c9c9fa772a942d03893e47c8b4a54fd0,1
e5b0d9c046bd007c1a6bd457d7822cd55119b42f878c8452ad1188ca92b138e6,1
a73f8cc45a7b98489884879fc41a13b8a708a5bebb57d284b99b34caa8db6fb7,1
222ace5413c9a37bd8593806b5827d7332e0b5722f636efe30a789c1b6eda7b0,1
8f93bcafca226ca013f0dccec9be494e62046fafa7d28c3e2220323f6ad46f2c,1
c7127fe45675f29f5ded63e3791f95d67f201bc45719c0becfe0cc2431547320,143
c9b3849a9cb8503449c481d48de62e77f10043b5ba46dd80774bea009745cd52,3
e71f39f724dd174f43e70021880d3c89c5fc46a3221f11e6e3d058ce0a82e86e,2
bb15e3dbb18a351867f6ef798a7842d3dc814c928ae643d74a133b299a499333,3
7a2281ea26f755d79b5f72e4e46bd8020c0f41b073a657d13d3730132325d8f6,1
24e1bf09daa2af43875eeb766ea05ea5aa51eafa74e2d33ec724cf149b4358b5,12
e7d60de4a846d317aa975ab5fb3c478a86da90cfc44daa6d04d36ebf9c2f9446,8
1ddce3160e574b61e3858a8c9e1ee5c2536c4141aab7ae2cc79605a8e833eb95,11
7d3dccf466ca806448a80f6f5f03b690f6430fc49d03e63fa499c8bfc78d56e5,1
9019360d3973800f694cca6d71e4e85ef03f674afc91322d822a67d2ffe169b4,5
d59711d40b5049e8421f5d584ab5393a5cd81eccaaa419c3152ea781df5417a7,2
ee4d84e08703ef101aa01970bea4420b6eb2cf0c163749d881c7bbf69678b330,4
85d693d819cd8b1a8c0fbae8ee865b2008f0ef432357498dcb4763873344c01c,5
fc7696de6f4b428ef794ffa13b7f8848666ce488d47824bebc3da4688bea9201,13
c9c8a276614f11687e543ec35a1ce85904249ec2156bf8c6228fd16a569854dc,21
400d6be40b86cf8cb9193061a45857eb681354cf0acd11efdb0d18dce52ad0a6,31
d023d1a21c3c0e136eac94d45a22e6b22423ac504a873aebf55a2f67f4fe7eb2,22
ec3c974f7d397367b8c5dcb0bb2b68ce91011e02338aa901136a0f5033901e0c,1
4079fd216923ecbb72d982badd365c56a84308d2897ee7e821399be4b2214bbc,1
38b0ef2731461f3d786c20aec7690b958ca4fcdd83d1486e3c7f4e4aecf35f7a,9
b1a2397eaae8b6bd11c704ac026f4e5895f2f55f096f1272d46208d604a3d997,4
82aeb89544c5f9f8e120eaaaef09dc01b33e8ade988907276d748d3a979ab35b,8
8b15ae93283d0e9985af79e4b28fb8447dc7f050e1e697c46e82488d198a9be9,11
371a39a67098da6e8cf36d7ffff16670a9b0e99ad7a6833c4cf201ded9ffec52,4
a2024917088abd53354ec487d406525dcd355dc6d9fb887ce82fb7b2b156bb31,8
9785324475b3f4b2d90502b9d5e8b55f2e6f8ec5bb7fe862151856bc4465f3a0,2
dd7e61fbf173f8ea267b5a26f9a301de8a14da32efee06b0891fd8c6e911a45a,5
3f2517388b471f0867b2da41a0bea619b07cab1d383e603a8c8f08cbcb8d3414,6
9d44aa08f19be21662526e3d30f1e76207b416c0d5dfbd2944cd0c88431d9171,3
c9998f8c4c98aea9ff6903de8d11601320930336a41216b456ef6d33a00955f2,1
a4d2361c31c93a230028f81962acac4c3556a61823a29891bdd89fba1a37b8fd,3
bb2aa95b5f54e6eec79580484dc384664a96b28c6d1e467edff6231983679c40,1
93be4f33efb4f92c6ceceda8a43191cb3ee488a07c730bc1f130320db6695322,16
1694a6b97af6c339c699d3577310cdbe1e63aad4f4aa93c45949230e36624e91,592
ab5c23008159bddeaf11220b899667f815bf50560c4c985ce93e1b9829636f1f,48
1ee6e04afacaccc8783f551ed4075b8428c965fab12c40b1e806476446d3a944,144
b69ce4f49baccd83acdb64d69c39e85ac02b7cc9d8ec807b1d489797acb6bd5e,4
839839394fd47aea350dc5db40e60a37d39a87c2ec2cd45b89f90903fe7ef730,15
610dd89b4bd514b5c9fde92ec020db8ec34305611a6fc62e7b0a54eb4106697d,9
7da8ae8922a5ce293222436ef8a80327b31e4bca0bd3c0e5d6e0aa1631909bc3,1
83dcc857954fc8c84be3bbb3e22aba61dc76201091b5b969b801c175c6bbbd79,1
2d22ec2baa8d4f037a9ee6956cfc651a1a56a9d5d2dcc2cd27cfee2dd40bf269,1
ec43343ea6ea76dc1ace61e78f3d6e0f183b080c0d32b7ece42e5f0f86098968,4
804a00202178de6eff708c12c5be1a143918df1dd8495b5e0657aa78b91a37db,5
d6916f7ddccc1b6a24df90b5ae022618576a22936df908c050d20b57f4488386,2
ff09c2a3b9ce94d3eafe5588000fa728e5d46fa012c1851dd3c9667bed57f5db,2
5a5e9da1f1317886231cf88d88fd0677235ac9eeb6d4c7b3d5d670e4d3c52831,243
2db65bfdf836069f33a030c3aeeb80e6591b98a0b67163b9970ee400c417faca,3
e9cf3d5d2c5f78a36086e9bf0db4ac37ece6927aa16f283d00142b05a9654777,2
3a9c912b11123e1aa209bac738e11fe87a453acd137c701a786951a1df8486e7,12
da94fccade634471a767127e1d0b406923bc1998397b0fd407fed7648afe6ea4,10
cf55ee93f1f77ec8a7e425296bf54d354c09eac6809787c0c9757758395a6a01,7
dcb170ea9c602432faa95474d1f446352cf23d1100381c82463f24edd88ee76d,552
5bc94b4b153d0724cd85192a7481b468603abe673f4f91e8be7dcdb9de0c5901,1
e25e728f12071c2db336dd09c60485a06411c6f362e2984ebf46eb3a6ac446e7,3
9c19418eda1aae92c28439e4bb76e4bc22500061009d4d4d7287a64362ab864a,28
29a691cf40c1a5037b783a40ef78badb0f3ca3c3ccbd4622d7dcd02c865282e3,319
ad29d5f10a983d27534e9e61348e445b62a915097a5c2a058439a2857a2e9e08,8
14e4671e15f577a0be2752eb530501a57ddb540d3c421d8595c076fe102e72b0,1
679c5a9425281ecd2667d86efe319642b8ed67e5bdc26498136e89c0ad748146,3
5a205367a146a011be592b2122d10c15f41b9864a057d759fa8eed81826c5044,1
1928142f8301a0d6dc19c6740c901a681a50b97d33f88ffac11fdc27bf52a5bf,1
b044c732d6ef0e54ab48b89556b532412fac00522278a8f27140a1b920a8bf7d,1
58732f54caa37f34534a227ec7cb6b4e34d592e311104067aba6487e967781a8,1463
c37b14a95b1f9e3718f4958cd0920039b9f0706973380f62e1fc16296ea2c855,1
369f6cd7af358f42ccac561ecc27eb4fb35b3da85e940f6db7e58ae858b71a1e,2
9610b14fc3788e279cee700dcbd9262dbc18ccebb0050e90313c9d1fafd9d389,1
dcd75d3e22d7e32fbb91f6a56247dff4db439d4e5f7caf624efb6acdc8abdf26,120
85a60140c26fee4a2ee9f43c6ff8c61532a1b1b942664d65f95ec9b7ec42feee,1
4f9173fd281de75f56794465448eb59f03ce9c7fe7df694490a7665f9b42b6c2,2
9c89f2d34951dea1d859c3c056452e13c7533713d53e9c7d222fcd7c1a19e6d4,6
3bb01a65e4abe73f47e61ca570fe1ab2c482223dcd5493e722c9a1e42f9834a6,1
a2faf43fb3a7c03ce22c61d548b82467c3ff27fd37fc6e288720acc752b0a51e,1
c39c901b76a36badcd871424f7cf1af8cd2a1eedd0bdf3f529dac989784c77a5,2
493f136cd63032b2b99c5c8e2138fa57aac3cc4b6478442ed97abdcf537a5365,17
99421adf1a56c0a2c930bbce763335defe625179c79a480f67d0b72755aaed3a,3
a3b0a102aabb8468fdd3b8ad9f8b032bad071e251a97203a5631df86132c5ec1,125
f462fd6ef217e100f832798536b45d34d94f94d9690432b16699f6591d17766d,40
22a41c0ce98585361205bb0be653bc9e93a80ff2d5fcc9a0f2315beabfbc013e,29
391c6bb014503acc48e3c4b3c9fa882c2dc9da1a072dd416287a3108ad24b9af,1
d338c3b7294cbc5c879edfad2628343b167b38c8b8806bdc7964a6e6cf6dc0e7,17
c92bba9f198652760529ac20bc2961dbc1bba1342d39156f982e5c4eb1c34e35,15
9fc9faa86c21a0047df7150e0f3fa9eb265555d812551ddb1499ccf3459b30bc,15
0deefd1522eee354dfcff494166ca342a381f18b39ce3cf56971aafc13676c50,45
ab6e23b1d0055ca22b4941595ddf60fd9d3102b4f7c9d0be2e15dd4b2f639ae3,2
66b5325193470e226b5d87aa0668b7cf7c97e04d7612ddc530b44a80b4c38cf3,21
9fc368e4d98ac00fb64f3a9bf2dbbd79f20ff997ebd4bd855ecb4996873e4199,25
e5a3c59efca275398c8b150fe37bec64d27b41869a596f4e829477d60d10020d,19
f65221d2bbcf814435623a6e09f4f6a64bd37680f0140512e8ed815931d3c607,33
1357160cecc36089ce830a95ed4bfaab8fccd19fd91d1177f9e557ce893c4604,30
fd5bcf145acc429ff5cc5914cc846be3b98bdf2f64538d2bc7763ab568f77c0a,203
fd8600927872af7dbcda60920d2bd88df1a62c0df34ff6c0c55414ae79c732a7,1
c3d5775b8681a7ea551b9729283a46da1425620644d65ccecf53e8ae4bb90338,1
64d720e94b3631b8c89a5bd8f3536512a3fddb6d5686671e2da6d3bbdf667a4b,4
da2992124d1f141fff52f0d344da26a0f4e5fa5281b38972b923422c78629eae,1
f8c6920909f88e474d076f18754c5026282c3d9ac9e318f9e747209808b8b672,21
48cc1a020e7f17398f47f5014ea595f9215833d29aa6983405e825cf94f17f07,1
b60694e609796a2a1e2dc67b69ed16b66f5b5062d4812e93a1fe6e452b01f306,3
2bd41eb11585acc1d1d7de1be5c0c1679dcef771267f74678ed9e2f0a6fb2489,1
a3fe093fb658bf919b154eae1673bf81f23defc6d4e72a2ae967f29f8477102d,98
92456dc9ecc89ff6fc54697cd479adb08ee2bb758bf62f212d50dc7a7da90ea0,5
639785472add6acae27897914550a316960ea3a505c8df57452a802d1a39b919,5
e4e3c7098e0d7de893cf57f45e4ee7ce5bdc18cfe4848591b4548873e9e65998,34
18eabf16a06b8f5136938e7524ed725c352c36c1949daa0a0e6454ff7ab2bcc3,2
1487716df214a4964261a984853103912f856f344a4fdb87d4831812488ee786,52
42eff2b6c55cfcd677f1b4ae067591a3c664966e64ba04e3858359ba3bd48710,9
27cf1656eb9231a9ecd35b3d6165b9a7268cba9eb047564c0bbf5ca8596d00d7,1
7b3dfc062234fdf7d05655a4c8011c5a453783db3b39a97f5cb9619cbd2ff8c1,1
5ff4b692080bfd9f5e53c4b5d90163a8fcea633f072ab2741a395e497affb311,9
1a9a7d13e402e38a72193ef0c229bc5c1974fffafdd41110c3d5bf4a1e7569c6,1
