page_id,unique_ads
da64a48b0ab6e418eb128126b91e246d336e0ac43a6291cd7596a9e49103bd3d,126
6fca8cffde1cfc4cb03e25a2deec2a6cb6706d1f88c232cc03a536bab28ce6d7,1
29c96bfbcd6492bc78825f837d724e619ac8a0cd170d8dd1cadba94617c7d79e,4
fab600823e3c0ed059248c697cecebef3f48540983039c206b1f8d8248b12fd8,68
5dae84ecee359901e3de5f175fab0a60a90f94f81a26c30a524489566537b494,9
5715c4d7a8795b151792f56d2e14fb00361dd02ec94b0390b62d14f0d4bb1b76,4
d47767a098e0ece89b545b5db1ebec58b48ba847b68be8ba9092ab7ae7983bd4,1073
f0c3264ff33e7eb83affac928342e4c9d57101a38e2bf3e53787d7e8452cad40,3
a78de1ca99ce9c930ea5f7c56e0363bc9b8a0e4c2015c2b4c9c96c0644252d4d,14
d22a6c5e9be9f446ab8e75d30199b312730eab042b381a2996bd53cc9cc4846d,1
dbe937c0f32ec72b2bacc719c23602a6aa23846aa231895ae105cb509837e0fb,29
87b99b40ff7d80804dd082e8a354e4b9b0dfe6277a16c5822082f7f0e1c161ca,6
bb73bba5298dcd34481f2fafc41e2af70e289b8fe28283645403a465140a0a7b,279
87074c3ed519ea0e30a52c796a6151eaa45418b090859935d61f12cbed5ae326,80
5f2137fb493ea60deff886e8fa019352d9a8b1aee55158d47393569b32def187,14
0127cfa53b54ce66753cdd3198e223793ffffd2f59b791a45854d7aa28635eef,8
50766f6cf710cbd8ba58fbb0683843159dbb8e940dd2832ac9f130d1a42ae0c7,15
b7d06a37ebd5d9318ece8a6dab60aeb2e735154ad56d24f2a4ca6440d3b8d622,15
3f55f4c7d8818c3120eb409490a5f79fe8e474086f1fa461699402ef77817e94,134
fa44908c1b3b3b2fe3d1c1f2495fa9b45195573eb5e31059af8738627c97386c,2
f8aef8780fc79106488f6641adefd10d2d0c1bbbc20e8b50f58b48899d43406b,134
f2011f4f4572dc449ca0cd358b1c06a7f9f2fb3bb171ba220e2e4ca3c00509fc,126
0c6ddd6ced0ab856a25a1a971206f306b18bcf25cf9f72bede7e898c1f9f0aad,120
e2916501ada06d4bc708bdc890a815cca7a190ba1d0bcab8ab52662e5e0de6b7,15
48c4b9248bb27b3f07528ad75db5a08abfd8098be11749cc74931645f1a55513,5
7619e79d8229b8659423500c1c151770bf69556965a809b264fe88686b85b1fd,1669
3783ccf18c17765d36f5df639d94a17b6ce3f91f2ec886a7999c667aef35e035,1210
8bebd89a7c17901fb0c79f1ef13070c1696f7b338e8e4db1d588a439ea1ae677,1
18c3834f90ec1cece1f303854c0b423e63107ec8f25a1e9d4b112ed9dc24ea41,1
9358e0127f472dd90153889b6c3aba0616ec30ab8e4bb47c04910d0c968d399c,3
c2061aefcfcdeff7fbf9b0891051a94fe33f49fd85d1433dec579717c81e5882,23
90d090f8e376827375ad4a5e6d0bd2baaa90c814ddbc6a25afe810cedb079dae,2
555285b716dd0e9560ff8c5da4ab27ed5e56d407802ac40c836311fce45d6649,2005
8038f5895f4975b118f36d06b6a2a60fa03f11bfaa1e1c9e8021b7fe3f196942,10
b1a941ce2dabc35bc1ab7b6c7c383c4aa609f669cf5305750a9f882d73fb4ae1,5
